0.011609977	1947.27	[1] 
0.017414965	2633.06	[1] 
0.023219954	2562.38	[1] 
0.029024943	1963.99	[1] 
0.034829931	1982.53	[1] 
0.040634920	1998.06	[1] 
0.046439909	2006.27	[1] 
0.052244897	2015.36	[1] 
0.058049886	2019.72	[1] 
0.063854875	2026.54	[1] 
0.069659863	2033.34	[1] 
0.075464852	2037.39	[1] 
0.081269841	2041.83	[1] 
0.087074829	2045.89	[1] 
0.092879818	2052.95	[1] 
0.098684807	2060.18	[1] 
0.104489795	2065.99	[1] 
0.110294784	2071.26	[1] 
0.116099773	2074.25	[1] 
0.121904761	2076.49	[1] 
0.127709750	2078.02	[1] 
0.133514739	2080.31	[1] 
0.139319727	2080.77	[1] 
0.145124716	2083.52	[1] 
0.150929705	2085.88
0.156734693	2087.64
0.162539682	2090.42
0.168344671	2092.46
0.174149659	2093.52
0.179954648	2094.25
0.185759637	2095.55
0.191564625	2095.82
0.197369614	2096.14
0.203174603	2096.66
0.208979591	2096.55
0.214784580	2096.49
0.220589569	2096.7
0.226394557	2096.78
0.232199546	2096.35
0.238004535	2096.86
0.243809523	2096.88
0.249614512	2096.39
0.255419501	2096.79
0.261224489	2096.86
0.267029478	2096.42
0.272834467	2096.64
0.278639455	2096.94
0.284444444	2096.51
0.290249433	2096.45
0.296054421	2096.81
0.301859410	2096.47
0.307664399	2096.43
0.313469387	2096.95
0.319274376	2096.66
0.325079365	2096.53
0.330884353	2096.99
0.336689342	2096.88
0.342494331	2096.66
0.348299319	2097.01
0.354104308	2096.98
0.359909297	2096.54
0.365714285	2097.02
0.371519274	2097.12
0.377324263	2096.65
0.383129251	2097.04
0.388934240	2097.22
0.394739229	2096.79
0.400544217	2097.06
0.406349206	2097.35
0.412154195	2096.9
0.417959183	2097
0.423764172	2097.42
0.429569160	2097
0.435374149	2096.95
0.441179138	2097.31
0.446984126	2096.92
0.452789115	2096.97
0.458594104	2097.39
0.464399092	2097.19
0.470204081	2096.98
0.476009070	2097.31
0.481814058	2097.23
0.487619047	2098.69
0.493424036	2099.62
0.499229024	2101.85
0.505034013	2129.46
