0.032000000	-147.379
0.048000000	146.798
0.064000000	146.301
0.080000000	146.117
0.096000000	146.252
0.112000000	146.788
0.128000000	147.858
0.144000000	148.406
0.160000000	148.398
0.176000000	148.22
0.192000000	147.918
0.208000000	147.594
0.224000000	147.537
0.240000000	147.461
0.256000000	147.328
0.272000000	147.5
0.288000000	147.805
0.304000000	148.051
0.320000000	148.206
0.336000000	148.038
0.352000000	147.773
0.368000000	147.163
0.384000000	146.493
0.400000000	147.387
0.416000000	149.898
0.432000000	-157.68
0.448000000	-184.626
