0.032000000	-134.036
0.048000000	-138.697
0.064000000	-141.125
0.080000000	-142.227
0.096000000	143.152
0.112000000	143.592
0.128000000	143.668
0.144000000	143.906
0.160000000	144.213
0.176000000	144.839
0.192000000	145.624
0.208000000	146.342
0.224000000	147.083
0.240000000	147.865
0.256000000	148.54
0.272000000	148.922
0.288000000	148.866
0.304000000	148.575
0.320000000	148.025
0.336000000	147.328
0.352000000	146.843
0.368000000	146.333
0.384000000	145.516
0.400000000	-143.828
0.416000000	-144.287
0.432000000	-145.692
0.448000000	-445.967
0.464000000	-459.629
